"Datetime";"Power"
"20230416:21";"485"
"20230416:22";"754"
"20230416:23";"919"
"20230417:00";"988"
"20230417:01";"197"
"20230417:02";"374"
"20230417:03";"537"
"20230417:04";"857"
"20230417:05";"734"
"20230417:06";"879"
"20230417:07";"370"
"20230417:08";"707"
"20230417:09";"298"
"20230417:10";"452"
"20230417:11";"310"
"20230417:12";"119"
"20230417:13";"86"
"20230417:14";"112"
"20230417:15";"30"
"20230417:16";"95"
"20230417:17";"352"
"20230417:18";"962"
"20230417:19";"47"
"20230417:20";"877"
"20230417:21";"659"
"20230417:22";"493"
"20230417:23";"513"
"20230418:00";"166"
"20230418:01";"955"
"20230418:02";"31"
"20230418:03";"552"
"20230418:04";"210"
"20230418:05";"703"
"20230418:06";"215"
"20230418:07";"98"
"20230418:08";"595"
"20230418:09";"436"
"20230418:10";"555"
"20230418:11";"718"
"20230418:12";"29"
"20230418:13";"50"
"20230418:14";"434"
"20230418:15";"749"
"20230418:16";"252"
"20230418:17";"60"
"20230418:18";"837"
"20230418:19";"455"
"20230418:20";"6"
"20230418:21";"494"
"20230418:22";"638"
"20230418:23";"271"
"20230419:00";"637"
"20230419:01";"7"
"20230419:02";"510"
"20230419:03";"386"
"20230419:04";"154"
"20230419:05";"847"
"20230419:06";"500"
"20230419:07";"193"
"20230419:08";"270"
"20230419:09";"88"
"20230419:10";"861"
"20230419:11";"450"
"20230419:12";"821"
"20230419:13";"32"
"20230419:14";"597"
"20230419:15";"315"
"20230419:16";"114"
"20230419:17";"321"
"20230419:18";"57"
"20230419:19";"60"
"20230419:20";"754"
"20230419:21";"173"
"20230419:22";"121"
"20230419:23";"459"
"20230420:00";"130"
"20230420:01";"57"
"20230420:02";"630"
"20230420:03";"131"
"20230420:04";"962"
"20230420:05";"476"
"20230420:06";"482"
"20230420:07";"188"
"20230420:08";"722"
"20230420:09";"157"
"20230420:10";"334"
"20230420:11";"160"
"20230420:12";"715"
"20230420:13";"87"
"20230420:14";"739"
"20230420:15";"176"
"20230420:16";"448"
"20230420:17";"6"
"20230420:18";"144"
"20230420:19";"643"
"20230420:20";"49"
"20230420:21";"809"
"20230420:22";"799"
"20230420:23";"993"
"20230421:00";"872"
"20230421:01";"401"
"20230421:02";"917"
"20230421:03";"289"
"20230421:04";"711"
"20230421:05";"101"
"20230421:06";"508"
"20230421:07";"928"
"20230421:08";"195"
"20230421:09";"510"
"20230421:10";"682"
"20230421:11";"929"
"20230421:12";"975"
"20230421:13";"388"
"20230421:14";"835"
"20230421:15";"675"
"20230421:16";"107"
"20230421:17";"842"
"20230421:18";"781"
"20230421:19";"193"
"20230421:20";"831"
"20230421:21";"97"
"20230421:22";"292"
"20230421:23";"161"
"20230422:00";"509"
"20230422:01";"386"
"20230422:02";"59"
"20230422:03";"43"
"20230422:04";"831"
"20230422:05";"546"
"20230422:06";"741"
"20230422:07";"638"
"20230422:08";"227"
"20230422:09";"852"
"20230422:10";"585"
"20230422:11";"923"
"20230422:12";"922"
"20230422:13";"843"
"20230422:14";"53"
"20230422:15";"544"
"20230422:16";"554"
"20230422:17";"842"
"20230422:18";"630"
"20230422:19";"694"
"20230422:20";"413"
"20230422:21";"270"
"20230422:22";"852"
"20230422:23";"391"
"20230423:00";"300"
"20230423:01";"430"
"20230423:02";"186"
"20230423:03";"635"
"20230423:04";"307"
"20230423:05";"602"
"20230423:06";"921"
"20230423:07";"584"
"20230423:08";"797"
"20230423:09";"405"
"20230423:10";"627"
"20230423:11";"512"
"20230423:12";"612"
"20230423:13";"307"
"20230423:14";"167"
"20230423:15";"412"
"20230423:16";"642"
"20230423:17";"600"
"20230423:18";"155"
"20230423:19";"639"
"20230423:20";"526"
"20230423:21";"635"
"20230423:22";"497"
"20230423:23";"207"
"20230424:00";"869"
"20230424:01";"869"
"20230424:02";"706"
"20230424:03";"384"
"20230424:04";"350"
"20230424:05";"469"
"20230424:06";"741"
"20230424:07";"538"
"20230424:08";"168"
"20230424:09";"352"
"20230424:10";"716"
"20230424:11";"830"
"20230424:12";"529"
"20230424:13";"631"
"20230424:14";"377"
"20230424:15";"856"
"20230424:16";"159"
"20230424:17";"101"
"20230424:18";"641"
"20230424:19";"95"
"20230424:20";"643"
"20230424:21";"167"
"20230424:22";"286"
"20230424:23";"280"
"20230425:00";"528"
"20230425:01";"942"
"20230425:02";"142"
"20230425:03";"13"
"20230425:04";"545"
"20230425:05";"40"
"20230425:06";"437"
"20230425:07";"633"
"20230425:08";"36"
"20230425:09";"146"
"20230425:10";"335"
"20230425:11";"856"
"20230425:12";"430"
"20230425:13";"758"
"20230425:14";"826"
"20230425:15";"737"
"20230425:16";"506"
"20230425:17";"981"
"20230425:18";"609"
"20230425:19";"410"
"20230425:20";"568"
"20230425:21";"761"
"20230425:22";"329"
"20230425:23";"872"
"20230426:00";"244"
"20230426:01";"338"
"20230426:02";"244"
"20230426:03";"506"
"20230426:04";"778"
"20230426:05";"802"
"20230426:06";"613"
"20230426:07";"314"
"20230426:08";"79"
"20230426:09";"235"
"20230426:10";"546"
"20230426:11";"306"
"20230426:12";"843"
"20230426:13";"53"
"20230426:14";"222"
"20230426:15";"431"
"20230426:16";"413"
"20230426:17";"331"
"20230426:18";"140"
"20230426:19";"986"
"20230426:20";"354"
"20230426:21";"63"
"20230426:22";"467"
"20230426:23";"812"
"20230427:00";"114"
"20230427:01";"185"
"20230427:02";"618"
"20230427:03";"453"
"20230427:04";"434"
"20230427:05";"959"
"20230427:06";"345"
"20230427:07";"217"
"20230427:08";"152"
"20230427:09";"671"
"20230427:10";"795"
"20230427:11";"704"
"20230427:12";"168"
"20230427:13";"869"
"20230427:14";"640"
"20230427:15";"556"
"20230427:16";"115"
"20230427:17";"613"
"20230427:18";"175"
"20230427:19";"436"
"20230427:20";"624"
"20230427:21";"929"
"20230427:22";"531"
"20230427:23";"806"
"20230428:00";"30"
"20230428:01";"149"
"20230428:02";"842"
"20230428:03";"818"
"20230428:04";"407"
"20230428:05";"364"
"20230428:06";"466"
"20230428:07";"988"
"20230428:08";"808"
"20230428:09";"309"
"20230428:10";"424"
"20230428:11";"377"
"20230428:12";"991"
"20230428:13";"859"
"20230428:14";"41"
"20230428:15";"988"
"20230428:16";"920"
"20230428:17";"491"
"20230428:18";"806"
"20230428:19";"371"
"20230428:20";"965"
"20230428:21";"654"
"20230428:22";"137"
"20230428:23";"338"
"20230429:00";"59"
"20230429:01";"288"
"20230429:02";"945"
"20230429:03";"502"
"20230429:04";"158"
"20230429:05";"570"
"20230429:06";"518"
"20230429:07";"365"
"20230429:08";"146"
"20230429:09";"91"
"20230429:10";"663"
"20230429:11";"646"
"20230429:12";"871"
"20230429:13";"561"
"20230429:14";"489"
"20230429:15";"776"
"20230429:16";"816"
"20230429:17";"964"
"20230429:18";"653"
"20230429:19";"27"
"20230429:20";"386"
"20230429:21";"355"
"20230429:22";"112"
"20230429:23";"533"
"20230430:00";"820"
"20230430:01";"555"
"20230430:02";"289"
"20230430:03";"172"
"20230430:04";"112"
"20230430:05";"520"
"20230430:06";"22"
"20230430:07";"667"
"20230430:08";"336"
"20230430:09";"419"
"20230430:10";"509"
"20230430:11";"515"
"20230430:12";"674"
"20230430:13";"849"
"20230430:14";"336"
"20230430:15";"331"
"20230430:16";"90"
"20230430:17";"268"
"20230430:18";"698"
"20230430:19";"712"
"20230430:20";"318"
"20230430:21";"862"
"20230430:22";"387"
"20230430:23";"539"
"20230501:00";"995"
"20230501:01";"35"
"20230501:02";"848"
"20230501:03";"208"
"20230501:04";"453"
"20230501:05";"433"
"20230501:06";"158"
"20230501:07";"934"
"20230501:08";"531"
"20230501:09";"713"
"20230501:10";"232"
"20230501:11";"51"
"20230501:12";"806"
"20230501:13";"219"
"20230501:14";"923"
"20230501:15";"847"
"20230501:16";"577"
"20230501:17";"98"
"20230501:18";"638"
"20230501:19";"282"
"20230501:20";"240"
"20230501:21";"149"
"20230501:22";"926"
"20230501:23";"934"
"20230502:00";"303"
"20230502:01";"974"
"20230502:02";"526"
"20230502:03";"894"
"20230502:04";"514"
"20230502:05";"972"
"20230502:06";"766"
"20230502:07";"236"
"20230502:08";"875"
"20230502:09";"615"
"20230502:10";"179"
"20230502:11";"539"
"20230502:12";"782"
"20230502:13";"829"
"20230502:14";"40"
"20230502:15";"359"
"20230502:16";"853"
"20230502:17";"939"
"20230502:18";"432"
"20230502:19";"991"
"20230502:20";"760"
"20230502:21";"846"
"20230502:22";"160"
"20230502:23";"636"
"20230503:00";"720"
"20230503:01";"333"
"20230503:02";"164"
"20230503:03";"865"
"20230503:04";"841"
"20230503:05";"272"
"20230503:06";"958"
"20230503:07";"230"
"20230503:08";"853"
"20230503:09";"42"
"20230503:10";"148"
"20230503:11";"690"
"20230503:12";"381"
"20230503:13";"143"
"20230503:14";"439"
"20230503:15";"955"
"20230503:16";"119"
"20230503:17";"48"
"20230503:18";"524"
"20230503:19";"876"
"20230503:20";"27"
"20230503:21";"219"
"20230503:22";"186"
"20230503:23";"147"
"20230504:00";"712"
"20230504:01";"769"
"20230504:02";"847"
"20230504:03";"183"
"20230504:04";"492"
"20230504:05";"563"
"20230504:06";"187"
"20230504:07";"494"
"20230504:08";"955"
"20230504:09";"573"
"20230504:10";"487"
"20230504:11";"834"
"20230504:12";"784"
"20230504:13";"119"
"20230504:14";"302"
"20230504:15";"765"
"20230504:16";"616"
"20230504:17";"161"
"20230504:18";"510"
"20230504:19";"172"
"20230504:20";"827"
"20230504:21";"747"
"20230504:22";"542"
"20230504:23";"458"
"20230505:00";"495"
"20230505:01";"670"
"20230505:02";"801"
"20230505:03";"463"
"20230505:04";"318"
"20230505:05";"914"
"20230505:06";"819"
"20230505:07";"251"
"20230505:08";"40"
"20230505:09";"589"
"20230505:10";"679"
"20230505:11";"837"
"20230505:12";"586"
"20230505:13";"149"
"20230505:14";"662"
"20230505:15";"866"
"20230505:16";"313"
"20230505:17";"832"
"20230505:18";"705"
"20230505:19";"911"
"20230505:20";"913"
"20230505:21";"462"
"20230505:22";"997"
"20230505:23";"428"
"20230506:00";"937"
"20230506:01";"8"
"20230506:02";"234"
"20230506:03";"195"
"20230506:04";"803"
"20230506:05";"350"
"20230506:06";"754"
"20230506:07";"513"
"20230506:08";"294"
"20230506:09";"538"
"20230506:10";"379"
"20230506:11";"628"
"20230506:12";"665"
"20230506:13";"998"
"20230506:14";"896"
"20230506:15";"877"
"20230506:16";"518"
"20230506:17";"329"
"20230506:18";"880"
"20230506:19";"860"
"20230506:20";"820"
"20230506:21";"117"
"20230506:22";"516"
"20230506:23";"312"
"20230507:00";"323"
"20230507:01";"587"
"20230507:02";"514"
"20230507:03";"969"
"20230507:04";"571"
"20230507:05";"196"
"20230507:06";"552"
"20230507:07";"341"
"20230507:08";"440"
"20230507:09";"725"
"20230507:10";"431"
"20230507:11";"252"
"20230507:12";"371"
"20230507:13";"297"
"20230507:14";"913"
"20230507:15";"367"
"20230507:16";"415"
"20230507:17";"595"
"20230507:18";"322"
"20230507:19";"688"
"20230507:20";"309"
"20230507:21";"130"
"20230507:22";"680"
"20230507:23";"366"
"20230508:00";"620"
"20230508:01";"742"
"20230508:02";"410"
"20230508:03";"584"
"20230508:04";"594"
"20230508:05";"587"
"20230508:06";"656"
"20230508:07";"379"
"20230508:08";"310"
"20230508:09";"984"
"20230508:10";"59"
"20230508:11";"825"
"20230508:12";"448"
"20230508:13";"705"
"20230508:14";"462"
"20230508:15";"933"
"20230508:16";"951"
"20230508:17";"523"
"20230508:18";"798"
"20230508:19";"821"
"20230508:20";"174"
"20230508:21";"319"
"20230508:22";"66"
"20230508:23";"211"
"20230509:00";"131"
"20230509:01";"589"
"20230509:02";"714"
"20230509:03";"627"
"20230509:04";"388"
"20230509:05";"320"
"20230509:06";"506"
"20230509:07";"290"
"20230509:08";"931"
"20230509:09";"75"
"20230509:10";"564"
"20230509:11";"591"
"20230509:12";"637"
"20230509:13";"848"
"20230509:14";"391"
"20230509:15";"57"
"20230509:16";"361"
"20230509:17";"337"
"20230509:18";"231"
"20230509:19";"841"
"20230509:20";"439"
"20230509:21";"622"
"20230509:22";"716"
"20230509:23";"776"
"20230510:00";"298"
"20230510:01";"186"
"20230510:02";"54"
"20230510:03";"167"
"20230510:04";"864"
"20230510:05";"50"
"20230510:06";"73"
"20230510:07";"793"
"20230510:08";"792"
"20230510:09";"277"
"20230510:10";"302"
"20230510:11";"6"
"20230510:12";"814"
"20230510:13";"381"
"20230510:14";"579"
"20230510:15";"964"
"20230510:16";"503"
"20230510:17";"840"
"20230510:18";"295"
"20230510:19";"180"
"20230510:20";"388"
"20230510:21";"59"
"20230510:22";"914"
"20230510:23";"503"
"20230511:00";"392"
"20230511:01";"924"
"20230511:02";"59"
"20230511:03";"368"
"20230511:04";"703"
"20230511:05";"690"
"20230511:06";"593"
"20230511:07";"29"
"20230511:08";"980"
"20230511:09";"15"
"20230511:10";"247"
"20230511:11";"309"
"20230511:12";"996"
"20230511:13";"538"
"20230511:14";"955"
"20230511:15";"645"
"20230511:16";"499"
"20230511:17";"669"
"20230511:18";"662"
"20230511:19";"514"
"20230511:20";"452"
"20230511:21";"235"
"20230511:22";"628"
"20230511:23";"37"
"20230512:00";"441"
"20230512:01";"474"
"20230512:02";"630"
"20230512:03";"255"
"20230512:04";"198"
"20230512:05";"481"
"20230512:06";"365"
"20230512:07";"781"
"20230512:08";"83"
"20230512:09";"43"
"20230512:10";"358"
"20230512:11";"993"
"20230512:12";"474"
"20230512:13";"87"
"20230512:14";"330"
"20230512:15";"793"
"20230512:16";"610"
"20230512:17";"87"
"20230512:18";"801"
"20230512:19";"329"
"20230512:20";"334"
"20230512:21";"973"
"20230512:22";"875"
"20230512:23";"513"
"20230513:00";"182"
"20230513:01";"635"
"20230513:02";"899"
"20230513:03";"474"
"20230513:04";"445"
"20230513:05";"882"
"20230513:06";"815"
"20230513:07";"862"
"20230513:08";"145"
"20230513:09";"730"
"20230513:10";"544"
"20230513:11";"838"
"20230513:12";"634"
"20230513:13";"79"
"20230513:14";"100"
"20230513:15";"442"
"20230513:16";"131"
"20230513:17";"841"
"20230513:18";"438"
"20230513:19";"15"
"20230513:20";"239"
"20230513:21";"509"
"20230513:22";"338"
"20230513:23";"467"
"20230514:00";"637"
"20230514:01";"466"
"20230514:02";"258"
"20230514:03";"393"
"20230514:04";"429"
"20230514:05";"15"
"20230514:06";"961"
"20230514:07";"913"
"20230514:08";"3"
"20230514:09";"107"
"20230514:10";"847"
"20230514:11";"268"
"20230514:12";"757"
"20230514:13";"643"
"20230514:14";"633"
"20230514:15";"871"
"20230514:16";"279"
"20230514:17";"42"
"20230514:18";"906"
"20230514:19";"930"
"20230514:20";"163"
"20230514:21";"722"
"20230514:22";"780"
"20230514:23";"276"
"20230515:00";"199"
"20230515:01";"867"
"20230515:02";"308"
"20230515:03";"354"
"20230515:04";"142"
"20230515:05";"470"
"20230515:06";"572"
"20230515:07";"54"
"20230515:08";"895"
"20230515:09";"795"
"20230515:10";"225"
"20230515:11";"433"
"20230515:12";"876"
"20230515:13";"625"
"20230515:14";"527"
"20230515:15";"606"
"20230515:16";"67"
"20230515:17";"604"
"20230515:18";"315"
"20230515:19";"794"
"20230515:20";"326"
"20230515:21";"535"
"20230515:22";"990"
"20230515:23";"427"
"20230516:00";"237"
"20230516:01";"212"
"20230516:02";"394"
"20230516:03";"293"
"20230516:04";"699"
"20230516:05";"322"
"20230516:06";"1"
"20230516:07";"221"
"20230516:08";"196"
"20230516:09";"346"
"20230516:10";"394"
"20230516:11";"728"
"20230516:12";"882"
"20230516:13";"978"
"20230516:14";"871"
"20230516:15";"221"
"20230516:16";"173"
"20230516:17";"552"
"20230516:18";"437"
"20230516:19";"467"
"20230516:20";"777"
"20230516:21";"79"
"20230516:22";"424"
"20230516:23";"998"
"20230517:00";"659"
"20230517:01";"24"
"20230517:02";"899"
"20230517:03";"632"
"20230517:04";"529"
"20230517:05";"141"
"20230517:06";"956"
"20230517:07";"616"
"20230517:08";"834"
"20230517:09";"583"
"20230517:10";"125"
"20230517:11";"70"
"20230517:12";"183"
"20230517:13";"722"
"20230517:14";"676"
"20230517:15";"918"
"20230517:16";"360"
"20230517:17";"620"
"20230517:18";"923"
"20230517:19";"737"
"20230517:20";"74"
"20230517:21";"73"
"20230517:22";"797"
"20230517:23";"961"
"20230518:00";"95"
"20230518:01";"239"
"20230518:02";"632"
"20230518:03";"479"
"20230518:04";"635"
"20230518:05";"551"
"20230518:06";"593"
"20230518:07";"523"
"20230518:08";"336"
"20230518:09";"568"
"20230518:10";"529"
"20230518:11";"158"
"20230518:12";"675"
"20230518:13";"699"
"20230518:14";"907"
"20230518:15";"967"
"20230518:16";"121"
"20230518:17";"433"
"20230518:18";"673"
"20230518:19";"993"
"20230518:20";"197"
"20230518:21";"52"
"20230518:22";"998"
"20230518:23";"363"
"20230519:00";"364"
"20230519:01";"343"
"20230519:02";"247"
"20230519:03";"952"
"20230519:04";"420"
"20230519:05";"811"
"20230519:06";"747"
"20230519:07";"792"
"20230519:08";"676"
"20230519:09";"257"
"20230519:10";"610"
"20230519:11";"433"
"20230519:12";"967"
"20230519:13";"511"
"20230519:14";"403"
"20230519:15";"256"
"20230519:16";"617"
"20230519:17";"889"
"20230519:18";"87"
"20230519:19";"96"
"20230519:20";"567"
"20230519:21";"456"
"20230519:22";"184"
"20230519:23";"584"
"20230520:00";"456"
"20230520:01";"266"
"20230520:02";"597"
"20230520:03";"790"
"20230520:04";"480"
"20230520:05";"54"
"20230520:06";"384"
"20230520:07";"132"
"20230520:08";"880"
"20230520:09";"274"
"20230520:10";"412"
"20230520:11";"176"
"20230520:12";"437"
"20230520:13";"999"
"20230520:14";"161"
"20230520:15";"860"
"20230520:16";"831"
"20230520:17";"307"
"20230520:18";"853"
"20230520:19";"899"
"20230520:20";"912"
"20230520:21";"64"
"20230520:22";"396"
"20230520:23";"698"
"20230521:00";"855"
"20230521:01";"608"
"20230521:02";"774"
"20230521:03";"96"
"20230521:04";"16"
"20230521:05";"457"
"20230521:06";"975"
"20230521:07";"894"
"20230521:08";"365"
"20230521:09";"988"
"20230521:10";"397"
"20230521:11";"976"
"20230521:12";"161"
"20230521:13";"439"
"20230521:14";"355"
"20230521:15";"614"
"20230521:16";"218"
"20230521:17";"434"
"20230521:18";"989"
"20230521:19";"138"
"20230521:20";"747"
"20230521:21";"182"
"20230521:22";"530"
"20230521:23";"950"
"20230522:00";"244"
"20230522:01";"897"
"20230522:02";"916"
"20230522:03";"658"
"20230522:04";"955"
"20230522:05";"455"
"20230522:06";"796"
"20230522:07";"40"
"20230522:08";"171"
"20230522:09";"385"
"20230522:10";"358"
"20230522:11";"667"
"20230522:12";"941"
"20230522:13";"882"
"20230522:14";"714"
"20230522:15";"423"
"20230522:16";"177"
"20230522:17";"609"
"20230522:18";"402"
"20230522:19";"712"
"20230522:20";"17"
"20230522:21";"343"
"20230522:22";"746"
"20230522:23";"532"
"20230523:00";"130"
"20230523:01";"213"
"20230523:02";"154"
"20230523:03";"44"
"20230523:04";"959"
"20230523:05";"587"
"20230523:06";"228"
"20230523:07";"607"
"20230523:08";"330"
"20230523:09";"992"
"20230523:10";"664"
"20230523:11";"201"
"20230523:12";"503"
"20230523:13";"676"
"20230523:14";"330"
"20230523:15";"676"
"20230523:16";"248"
"20230523:17";"399"
"20230523:18";"341"
"20230523:19";"120"
"20230523:20";"681"
"20230523:21";"696"
"20230523:22";"527"
"20230523:23";"941"
"20230524:00";"653"
"20230524:01";"335"
"20230524:02";"547"
"20230524:03";"162"
"20230524:04";"551"
"20230524:05";"287"
"20230524:06";"792"
"20230524:07";"768"
"20230524:08";"250"
"20230524:09";"323"
"20230524:10";"198"
"20230524:11";"508"
"20230524:12";"0"
"20230524:13";"7"
"20230524:14";"806"
"20230524:15";"326"
"20230524:16";"483"
"20230524:17";"391"
"20230524:18";"900"
"20230524:19";"111"
"20230524:20";"430"
"20230524:21";"180"
"20230524:22";"78"
"20230524:23";"617"
"20230525:00";"145"
"20230525:01";"223"
"20230525:02";"962"
"20230525:03";"891"
"20230525:04";"964"
"20230525:05";"217"
"20230525:06";"367"
"20230525:07";"165"
"20230525:08";"385"
"20230525:09";"803"
"20230525:10";"332"
"20230525:11";"606"
"20230525:12";"441"
"20230525:13";"330"
"20230525:14";"501"
"20230525:15";"2"
"20230525:16";"530"
"20230525:17";"951"
"20230525:18";"430"
"20230525:19";"639"
"20230525:20";"841"
"20230525:21";"326"
"20230525:22";"264"
"20230525:23";"375"
"20230526:00";"759"
"20230526:01";"303"
"20230526:02";"663"
"20230526:03";"70"
"20230526:04";"655"
"20230526:05";"60"
"20230526:06";"144"
"20230526:07";"773"
"20230526:08";"615"
"20230526:09";"871"
"20230526:10";"737"
"20230526:11";"51"
"20230526:12";"687"
"20230526:13";"491"
"20230526:14";"666"
"20230526:15";"511"
"20230526:16";"931"
"20230526:17";"798"
"20230526:18";"385"
"20230526:19";"623"
"20230526:20";"343"
"20230526:21";"994"
"20230526:22";"142"
"20230526:23";"180"
"20230527:00";"179"
"20230527:01";"894"
"20230527:02";"792"
"20230527:03";"745"
"20230527:04";"158"
"20230527:05";"964"
"20230527:06";"489"
"20230527:07";"156"
"20230527:08";"187"
"20230527:09";"992"
"20230527:10";"171"
"20230527:11";"595"
"20230527:12";"296"
"20230527:13";"826"
"20230527:14";"694"
"20230527:15";"970"
"20230527:16";"879"
"20230527:17";"665"
"20230527:18";"98"
"20230527:19";"395"
"20230527:20";"342"
"20230527:21";"32"
"20230527:22";"342"
"20230527:23";"699"
"20230528:00";"155"
"20230528:01";"565"
"20230528:02";"18"
"20230528:03";"706"
"20230528:04";"359"
"20230528:05";"852"
"20230528:06";"283"
"20230528:07";"643"
"20230528:08";"136"
"20230528:09";"300"
"20230528:10";"921"
"20230528:11";"988"
"20230528:12";"82"
"20230528:13";"941"
"20230528:14";"626"
"20230528:15";"485"
"20230528:16";"833"
"20230528:17";"879"
"20230528:18";"139"
"20230528:19";"548"
"20230528:20";"267"
"20230528:21";"580"
"20230528:22";"998"
"20230528:23";"728"
"20230529:00";"566"
"20230529:01";"882"
"20230529:02";"113"
"20230529:03";"680"
"20230529:04";"499"
"20230529:05";"307"
"20230529:06";"738"
"20230529:07";"703"
"20230529:08";"70"
"20230529:09";"19"
"20230529:10";"894"
"20230529:11";"922"
"20230529:12";"754"
"20230529:13";"673"
"20230529:14";"791"
"20230529:15";"908"
"20230529:16";"967"
"20230529:17";"244"
"20230529:18";"68"
"20230529:19";"716"
"20230529:20";"233"
"20230529:21";"470"
"20230529:22";"283"
"20230529:23";"51"
"20230530:00";"769"
"20230530:01";"817"
"20230530:02";"767"
"20230530:03";"866"
"20230530:04";"459"
"20230530:05";"724"
"20230530:06";"805"
"20230530:07";"859"
"20230530:08";"466"
"20230530:09";"727"
"20230530:10";"784"
"20230530:11";"485"
"20230530:12";"96"
"20230530:13";"404"
"20230530:14";"810"
"20230530:15";"595"
"20230530:16";"133"
"20230530:17";"381"
"20230530:18";"538"
"20230530:19";"506"
"20230530:20";"327"
"20230530:21";"960"
"20230530:22";"632"
"20230530:23";"136"
"20230531:00";"482"
"20230531:01";"778"
"20230531:02";"980"
"20230531:03";"219"
"20230531:04";"781"
"20230531:05";"339"
"20230531:06";"267"
"20230531:07";"247"
"20230531:08";"881"
"20230531:09";"610"
"20230531:10";"489"
"20230531:11";"710"
"20230531:12";"55"
"20230531:13";"356"
"20230531:14";"513"
"20230531:15";"653"
"20230531:16";"500"
"20230531:17";"940"
"20230531:18";"517"
"20230531:19";"377"
"20230531:20";"819"
"20230531:21";"328"
"20230531:22";"493"
"20230531:23";"740"
"20230601:00";"935"
"20230601:01";"326"
"20230601:02";"136"
"20230601:03";"135"
"20230601:04";"307"
"20230601:05";"668"
"20230601:06";"779"
"20230601:07";"532"
"20230601:08";"616"
"20230601:09";"259"
"20230601:10";"211"
"20230601:11";"74"
"20230601:12";"231"
"20230601:13";"152"
"20230601:14";"48"
"20230601:15";"266"
"20230601:16";"619"
"20230601:17";"890"
"20230601:18";"392"
"20230601:19";"766"
"20230601:20";"720"
"20230601:21";"607"
"20230601:22";"658"
"20230601:23";"262"
"20230602:00";"427"
"20230602:01";"555"
"20230602:02";"311"
"20230602:03";"792"
"20230602:04";"795"
"20230602:05";"514"
"20230602:06";"950"
"20230602:07";"137"
"20230602:08";"311"
"20230602:09";"575"
"20230602:10";"86"
"20230602:11";"721"
"20230602:12";"587"
"20230602:13";"127"
"20230602:14";"543"
"20230602:15";"639"
"20230602:16";"737"
"20230602:17";"760"
"20230602:18";"157"
"20230602:19";"235"
"20230602:20";"820"
"20230602:21";"873"
"20230602:22";"374"
"20230602:23";"711"
"20230603:00";"927"
"20230603:01";"438"
"20230603:02";"912"
"20230603:03";"294"
"20230603:04";"150"
"20230603:05";"894"
"20230603:06";"716"
"20230603:07";"567"
"20230603:08";"369"
"20230603:09";"610"
"20230603:10";"413"
"20230603:11";"656"
"20230603:12";"926"
"20230603:13";"584"
"20230603:14";"453"
"20230603:15";"644"
"20230603:16";"280"
"20230603:17";"945"
"20230603:18";"860"
"20230603:19";"269"
"20230603:20";"941"
"20230603:21";"359"
"20230603:22";"46"
"20230603:23";"113"
"20230604:00";"844"
"20230604:01";"971"
"20230604:02";"739"
"20230604:03";"113"
"20230604:04";"548"
"20230604:05";"309"
"20230604:06";"532"
"20230604:07";"657"
"20230604:08";"280"
"20230604:09";"373"
"20230604:10";"835"
"20230604:11";"673"
"20230604:12";"823"
"20230604:13";"109"
"20230604:14";"942"
"20230604:15";"176"
"20230604:16";"372"
"20230604:17";"539"
"20230604:18";"433"
"20230604:19";"150"
"20230604:20";"244"
"20230604:21";"453"
"20230604:22";"1"
"20230604:23";"681"
"20230605:00";"666"
"20230605:01";"653"
"20230605:02";"907"
"20230605:03";"119"
"20230605:04";"816"
"20230605:05";"321"
"20230605:06";"846"
"20230605:07";"770"
"20230605:08";"484"
"20230605:09";"571"
"20230605:10";"829"
"20230605:11";"204"
"20230605:12";"802"
"20230605:13";"262"
"20230605:14";"330"
"20230605:15";"51"
"20230605:16";"498"
"20230605:17";"264"
"20230605:18";"700"
"20230605:19";"62"
"20230605:20";"61"
"20230605:21";"816"
"20230605:22";"544"
"20230605:23";"26"
"20230606:00";"218"
"20230606:01";"955"
"20230606:02";"972"
"20230606:03";"961"
"20230606:04";"540"
"20230606:05";"422"
"20230606:06";"975"
"20230606:07";"43"
"20230606:08";"692"
"20230606:09";"328"
"20230606:10";"918"
"20230606:11";"228"
"20230606:12";"501"
"20230606:13";"821"
"20230606:14";"819"
"20230606:15";"222"
"20230606:16";"703"
"20230606:17";"183"
"20230606:18";"328"
"20230606:19";"676"
"20230606:20";"355"
"20230606:21";"867"
"20230606:22";"968"
"20230606:23";"903"
"20230607:00";"683"
"20230607:01";"422"
"20230607:02";"950"
"20230607:03";"278"
"20230607:04";"271"
"20230607:05";"889"
"20230607:06";"540"
"20230607:07";"872"
"20230607:08";"352"
"20230607:09";"985"
"20230607:10";"593"
"20230607:11";"787"
"20230607:12";"609"
"20230607:13";"827"
"20230607:14";"488"
"20230607:15";"107"
"20230607:16";"568"
"20230607:17";"996"
"20230607:18";"782"
"20230607:19";"194"
"20230607:20";"748"
"20230607:21";"66"
"20230607:22";"875"
"20230607:23";"940"
"20230608:00";"238"
"20230608:01";"198"
"20230608:02";"504"
"20230608:03";"309"
"20230608:04";"886"
"20230608:05";"408"
"20230608:06";"895"
"20230608:07";"627"
"20230608:08";"136"
"20230608:09";"679"
"20230608:10";"546"
"20230608:11";"626"
"20230608:12";"199"
"20230608:13";"99"
"20230608:14";"711"
"20230608:15";"533"
"20230608:16";"258"
"20230608:17";"614"
"20230608:18";"164"
"20230608:19";"95"
